ZA,South Africa,A,6270
ZA,South Africa,A,9490
ZA,South Africa,B,0746
ZA,South Africa,B,4052
ZA,South Africa,C,5455
ZA,South Africa,C,8120
ZA,South Africa,D,1541
ZA,South Africa,F,2515
ZA,South Africa,G,0705
ZA,South Africa,G,0826
ZA,South Africa,H,6351
ZA,South Africa,H,9482
ZA,South Africa,I,5000
ZA,South Africa,I,3964
ZA,South Africa,J,4109
ZA,South Africa,J,2094
ZA,South Africa,K,7100
ZA,South Africa,K,0709
ZA,South Africa,L,6655
ZA,South Africa,L,2868
ZA,South Africa,M,0190
ZA,South Africa,M,1871
ZA,South Africa,N,0560
ZA,South Africa,N,0156
ZA,South Africa,O,9476
ZA,South Africa,O,1995
ZA,South Africa,P,7405
ZA,South Africa,P,3600
ZA,South Africa,Q,4743
ZA,South Africa,Q,5319
ZA,South Africa,R,1632
ZA,South Africa,R,7250
ZA,South Africa,S,1260
ZA,South Africa,S,0152
ZA,South Africa,T,5130
ZA,South Africa,T,0419
ZA,South Africa,U,3970
ZA,South Africa,U,4740
ZA,South Africa,V,0537
ZA,South Africa,V,9840
ZA,South Africa,W,2480
ZA,South Africa,W,1254
ZA,South Africa,X,1281
ZA,South Africa,X,0452
ZA,South Africa,Y,4004
ZA,South Africa,Y,7405
ZA,South Africa,Z,1949
ZA,South Africa,Z,2851
