MK,Macedonia,A,2227
MK,Macedonia,A,7316
MK,Macedonia,B,7225
MK,Macedonia,B,1415
MK,Macedonia,C,2461
MK,Macedonia,C,1237
MK,Macedonia,D,1250
MK,Macedonia,D,7215
MK,Macedonia,E,2225
MK,Macedonia,G,1480
MK,Macedonia,G,1408
MK,Macedonia,I,1041
MK,Macedonia,I,1407
MK,Macedonia,J,7320
MK,Macedonia,J,1215
MK,Macedonia,K,1221
MK,Macedonia,K,7505
MK,Macedonia,L,6336
MK,Macedonia,L,7318
MK,Macedonia,M,2304
MK,Macedonia,M,6342
MK,Macedonia,N,1483
MK,Macedonia,N,1485
MK,Macedonia,O,1314
MK,Macedonia,O,2302
MK,Macedonia,P,1323
MK,Macedonia,P,1214
MK,Macedonia,R,6333
MK,Macedonia,R,1434
MK,Macedonia,S,6535
MK,Macedonia,S,1239
MK,Macedonia,T,1308
MK,Macedonia,T,2325
MK,Macedonia,U,2464
MK,Macedonia,V,1324
MK,Macedonia,V,2412
MK,Macedonia,Z,6253
MK,Macedonia,Z,1335
