UY,Uruguay,A,37001
UY,Uruguay,A,85002
UY,Uruguay,B,55001
UY,Uruguay,B,55100
UY,Uruguay,C,55100
UY,Uruguay,C,50032
UY,Uruguay,D,80101
UY,Uruguay,D,97000
UY,Uruguay,E,80002
UY,Uruguay,E,91002
UY,Uruguay,F,97003
UY,Uruguay,F,37005
UY,Uruguay,G,60001
UY,Uruguay,G,16302
UY,Uruguay,I,30202
UY,Uruguay,I,33004
UY,Uruguay,J,16404
UY,Uruguay,J,75202
UY,Uruguay,K,80102
UY,Uruguay,L,27002
UY,Uruguay,L,20303
UY,Uruguay,M,80003
UY,Uruguay,M,94003
UY,Uruguay,N,15101
UY,Uruguay,N,70101
UY,Uruguay,O,70003
UY,Uruguay,P,60013
UY,Uruguay,P,15102
UY,Uruguay,Q,60001
UY,Uruguay,R,80005
UY,Uruguay,R,75003
UY,Uruguay,S,15100
UY,Uruguay,S,37007
UY,Uruguay,T,45000
UY,Uruguay,T,55002
UY,Uruguay,V,30203
UY,Uruguay,V,75000
UY,Uruguay,Y,65100
UY,Uruguay,Z,30301
UY,Uruguay,1,27101
UY,Uruguay,1,27003
UY,Uruguay,2,94002
UY,Uruguay,2,94005
