IS,Iceland,A,300
IS,Iceland,A,225
IS,Iceland,B,685
IS,Iceland,B,720
IS,Iceland,D,620
IS,Iceland,D,520
IS,Iceland,E,700
IS,Iceland,E,820
IS,Iceland,F,750
IS,Iceland,F,570
IS,Iceland,G,210
IS,Iceland,G,611
IS,Iceland,H,220
IS,Iceland,H,510
IS,Iceland,I,400
IS,Iceland,K,235
IS,Iceland,K,670
IS,Iceland,L,840
IS,Iceland,L,650
IS,Iceland,M,715
IS,Iceland,M,660
IS,Iceland,N,740
IS,Iceland,N,524
IS,Iceland,O,625
IS,Iceland,O,785
IS,Iceland,P,450
IS,Iceland,R,675
IS,Iceland,R,112
IS,Iceland,S,245
IS,Iceland,S,356
IS,Iceland,T,460
IS,Iceland,T,815
IS,Iceland,V,560
IS,Iceland,V,190
